ID;density;pH;sulphates;magnesium;alcohol;lightness;quality
1206;1,00;3,40;0,85;0,16;11,00;0,095;7,00
1207;1,00;3,40;0,85;0,02;11,00;0,092;7,00
1208;1,00;3,35;0,94;0,32;10,00;0,105;5,00
1209;1,00;3,40;0,85;0,67;11,00;0,098;7,00
1210;0,99;3,45;0,87;0,87;11,20;0,095;7,00
1211;0,99;3,35;0,62;0,74;10,40;0,096;6,00
1212;1,00;3,32;0,62;0,58;9,30;0,117;5,00
1213;0,99;3,35;0,62;0,38;10,40;0,106;6,00
1214;1,00;3,15;0,75;0,12;10,50;0,096;6,00
1215;1,00;3,10;0,48;0,64;10,40;0,102;6,00
1216;0,99;3,26;0,56;0,83;11,30;0,092;6,00
1217;1,00;3,29;0,69;0,54;9,50;0,114;6,00
1218;0,99;3,23;0,81;0,45;12,00;0,086;6,00
1219;1,00;3,24;0,69;0,94;10,60;0,096;6,00
1220;0,99;3,20;0,83;0,88;10,90;0,092;6,00
1221;1,00;3,28;0,77;0,55;11,50;0,093;6,00
1222;1,00;3,28;0,77;0,48;11,50;0,089;6,00
1223;1,00;3,26;0,46;0,18;9,60;0,110;6,00
1224;1,00;3,23;0,76;0,48;12,00;0,087;6,00
1225;1,00;3,07;0,82;0,08;10,30;0,097;6,00
1226;1,00;3,15;0,51;0,69;9,40;0,115;5,00
1227;1,00;3,02;0,47;0,94;9,20;0,117;5,00
1228;1,00;3,27;0,72;0,75;9,60;0,108;5,00
1229;0,99;3,68;0,73;0,36;13,60;0,074;7,00
1230;1,00;3,40;0,64;0,52;9,50;0,105;5,00
1231;0,99;3,37;0,78;0,76;11,80;0,093;6,00
1232;1,00;3,38;0,62;0,13;10,80;0,097;5,00
1233;1,00;3,40;0,64;0,72;9,50;0,113;5,00
1234;1,00;3,23;0,49;0,60;9,30;0,116;4,00
1235;0,99;3,39;0,40;0,87;12,80;0,079;6,00
1236;1,00;3,30;0,56;0,94;11,50;0,097;4,00
1237;1,00;3,26;0,64;0,67;9,40;0,116;6,00
1238;0,99;3,39;0,40;0,79;12,80;0,083;6,00
1239;1,00;3,38;0,46;0,29;9,60;0,108;4,00
1240;0,99;3,45;0,56;0,46;11,80;0,092;4,00
1241;0,99;3,10;0,40;0,91;9,30;0,114;5,00
1242;1,00;3,16;0,59;0,36;9,80;0,104;5,00
1243;0,99;3,22;0,60;0,12;12,20;0,089;6,00
1244;1,00;3,37;0,62;0,27;9,50;0,107;5,00
1245;1,00;3,33;0,54;0,18;10,30;0,106;6,00
1246;1,00;3,49;0,68;0,82;10,50;0,099;5,00
1247;1,00;3,12;0,48;0,13;10,00;0,109;5,00
1248;1,00;3,49;0,68;0,79;10,50;0,098;5,00
1249;0,99;3,41;0,75;0,53;11,10;0,094;6,00
1250;1,00;3,40;0,61;0,07;10,90;0,100;6,00
1251;1,00;3,40;0,61;0,65;10,90;0,095;6,00
1252;1,00;3,28;0,59;0,15;9,80;0,105;5,00
1253;1,00;3,45;0,58;0,87;9,80;0,103;5,00
1254;1,00;3,43;0,58;0,93;9,50;0,115;5,00
1255;1,00;3,40;0,69;0,60;10,90;0,099;5,00
1256;0,99;3,47;0,45;0,18;11,00;0,095;5,00
1257;0,99;3,10;0,42;0,75;9,20;0,111;5,00
1258;1,00;3,32;0,70;0,56;11,00;0,097;6,00
1259;1,00;3,44;0,63;0,08;11,30;0,090;6,00
1260;1,00;3,44;0,63;0,80;11,30;0,097;6,00
1261;1,00;3,02;1,15;0,33;9,30;0,116;5,00
1262;0,99;3,59;0,55;0,47;11,20;0,098;4,00
1263;1,00;3,15;0,58;0,88;9,80;0,109;5,00
1264;1,00;3,37;0,46;0,48;9,60;0,109;4,00
1265;0,99;3,38;0,72;0,77;11,80;0,085;6,00
1266;1,00;3,38;0,60;0,61;10,30;0,098;6,00
1267;1,00;3,38;0,60;0,04;10,30;0,100;6,00
1268;1,00;3,10;0,87;0,91;11,40;0,092;6,00
1269;1,00;3,47;0,55;0,05;9,50;0,108;6,00
1270;0,99;3,50;0,82;0,56;14,00;0,075;8,00
1271;0,99;3,70;0,75;0,09;14,00;0,076;6,00
1272;0,99;3,38;0,57;0,65;11,70;0,093;6,00
1273;0,99;3,50;0,53;0,11;11,20;0,091;5,00
1274;0,99;3,10;0,43;0,50;9,30;0,113;5,00
1275;0,99;3,24;0,53;0,91;11,20;0,092;6,00
1276;1,00;3,24;0,54;0,87;9,50;0,114;6,00
1277;1,00;3,28;0,56;0,40;12,00;0,089;4,00
1278;1,00;3,35;0,60;0,59;9,70;0,111;6,00
1279;1,00;3,24;0,54;0,86;9,50;0,107;6,00
1280;0,99;3,14;0,57;0,24;11,50;0,088;7,00
1281;1,00;3,37;0,64;0,32;10,40;0,097;6,00
1282;1,00;3,37;0,64;0,78;10,40;0,106;6,00
1283;1,00;3,33;0,68;0,39;10,90;0,093;6,00
1284;1,00;3,26;0,63;0,52;10,20;0,102;6,00
1285;0,99;3,39;0,56;0,96;10,90;0,101;5,00
1286;1,00;3,15;0,57;0,31;10,50;0,103;5,00
1287;0,99;3,35;0,54;0,58;12,40;0,090;6,00
1288;0,99;3,22;0,37;0,21;13,00;0,080;5,00
1289;1,00;3,30;1,17;0,03;10,20;0,102;5,00
1290;1,00;3,30;1,17;0,54;10,20;0,098;5,00
1291;1,00;3,36;0,59;0,58;11,00;0,096;5,00
1292;1,00;3,29;0,75;0,86;10,90;0,095;6,00
1293;0,99;3,62;0,67;0,23;12,40;0,087;6,00
1294;1,00;3,34;0,49;0,73;9,70;0,108;4,00
1295;1,00;3,29;0,75;0,80;10,90;0,092;6,00
1296;1,00;3,20;0,45;0,06;9,50;0,114;5,00
1297;1,00;3,20;0,45;0,05;9,50;0,107;5,00
1298;0,99;3,35;0,61;0,08;12,10;0,091;6,00
1299;0,99;3,45;0,56;0,23;12,20;0,089;6,00
1300;0,99;3,50;0,40;0,64;10,90;0,094;3,00
1301;0,99;3,78;0,61;0,68;12,50;0,087;6,00
1302;1,00;3,60;0,74;0,57;11,70;0,094;6,00
1303;1,00;3,30;0,80;0,69;11,20;0,092;6,00
1304;1,00;3,36;0,66;0,84;11,20;0,096;5,00
1305;1,00;3,12;0,44;0,95;9,20;0,109;5,00
1306;1,00;3,30;0,53;0,83;9,80;0,111;5,00
1307;1,00;3,29;0,62;0,77;10,10;0,109;5,00
1308;1,00;3,41;0,52;0,17;11,10;0,093;4,00
1309;1,00;3,29;0,62;0,89;10,10;0,105;5,00
1310;1,00;3,28;0,61;0,69;9,20;0,118;5,00
1311;1,00;3,30;0,53;0,73;9,80;0,106;5,00
1312;0,99;3,33;0,59;0,43;12,80;0,084;6,00
1313;1,00;3,34;0,47;0,88;10,50;0,100;5,00
1314;1,00;3,40;0,54;0,51;10,10;0,107;6,00
1315;1,00;3,40;0,53;0,11;10,10;0,102;6,00
1316;1,00;3,26;0,58;0,59;9,80;0,109;6,00
1317;0,99;4,01;0,59;0,91;12,50;0,089;6,00
1318;1,00;3,18;0,69;0,00;11,90;0,092;6,00
1319;1,00;3,26;0,58;0,61;9,80;0,112;6,00
1320;1,00;2,90;1,33;0,69;9,10;0,112;6,00
1321;1,00;3,26;0,66;0,36;10,10;0,102;5,00
1322;0,99;4,01;0,59;0,58;12,50;0,089;6,00
1323;0,99;3,18;0,55;0,28;11,40;0,093;5,00
1324;0,99;3,18;0,82;0,55;11,00;0,096;7,00
1325;0,99;3,39;0,60;0,36;10,60;0,096;6,00
1326;0,99;3,39;0,60;0,54;10,60;0,102;6,00
1327;0,99;3,39;0,60;0,49;10,60;0,103;6,00
1328;0,99;3,39;0,60;0,15;10,60;0,102;6,00
1329;1,00;3,34;0,52;0,84;9,30;0,113;5,00
1330;1,00;3,29;0,56;0,08;9,80;0,105;6,00
1331;1,00;3,29;0,56;0,86;9,80;0,104;6,00
1332;1,00;3,26;0,46;0,93;9,20;0,114;5,00
1333;1,00;3,09;0,43;0,77;9,70;0,111;6,00
1334;1,00;3,18;0,51;0,05;9,60;0,111;5,00
1335;1,00;3,39;0,52;0,49;10,00;0,104;5,00
1336;0,99;3,38;0,66;0,62;12,60;0,086;6,00
1337;0,99;3,36;0,45;0,07;9,50;0,109;5,00
1338;0,99;3,36;0,45;0,21;9,50;0,107;5,00
1339;0,99;3,36;0,45;0,96;9,50;0,113;5,00
1340;1,00;3,36;0,54;0,97;10,50;0,099;6,00
1341;1,00;3,36;0,54;0,60;10,50;0,100;6,00
1342;1,00;3,36;0,54;0,64;10,50;0,105;6,00
1343;1,00;3,37;0,51;0,07;10,40;0,098;6,00
1344;1,00;3,36;0,54;0,93;10,50;0,103;6,00
1345;1,00;3,09;0,53;0,57;11,00;0,100;5,00
1346;1,00;3,25;0,53;0,84;10,20;0,106;6,00
1347;0,99;3,52;0,56;0,22;11,40;0,091;5,00
1348;1,00;3,34;0,39;0,08;9,50;0,114;5,00
1349;1,00;3,34;0,39;0,85;9,50;0,109;5,00
1350;1,00;3,41;0,52;0,50;10,80;0,098;5,00
1351;1,00;3,34;0,57;0,81;10,00;0,102;5,00
1352;0,99;3,32;0,51;0,09;11,80;0,091;6,00
1353;1,00;3,37;0,46;0,20;10,30;0,106;5,00
1354;1,00;3,37;0,46;0,76;10,30;0,097;5,00
1355;1,00;3,35;0,52;0,47;10,00;0,108;5,00
1356;0,99;3,36;0,44;0,19;10,10;0,108;5,00
1357;0,99;3,36;0,44;0,34;10,10;0,099;5,00
1358;1,00;3,60;0,59;0,31;11,10;0,093;6,00
1359;1,00;3,28;0,50;0,76;9,50;0,115;5,00
1360;1,00;3,07;0,65;0,93;10,03;0,100;6,00
1361;1,00;3,24;0,56;0,62;10,90;0,099;5,00
1362;1,00;3,36;0,54;0,98;10,10;0,099;5,00
1363;1,00;3,07;0,65;0,05;10,03;0,105;6,00
1364;1,00;3,29;0,48;0,26;9,80;0,112;4,00
1365;1,00;3,46;0,53;0,75;11,80;0,091;6,00
1366;1,00;3,18;0,62;0,79;9,50;0,113;5,00
1367;1,00;3,24;0,50;0,16;9,80;0,112;5,00
1368;1,00;3,25;1,18;0,98;10,50;0,100;6,00
1369;1,00;3,27;0,50;0,37;9,80;0,111;6,00
1370;0,99;;0,37;0,05;10,40;0,103;4,00
1371;1,00;;1,17;0,91;9,20;0,111;5,00
1372;0,99;;1,03;0,70;11,60;0,092;6,00
1373;1,00;;1,17;0,89;9,20;0,115;5,00
1374;1,00;3,24;0,45;0,45;9,30;0,108;5,00
1375;0,99;3,32;0,51;0,36;9,80;0,107;3,00
1376;1,00;3,26;0,52;0,12;9,90;0,110;5,00
1377;0,99;3,11;0,46;0,88;10,00;0,102;5,00
1378;1,00;3,71;0,62;0,69;12,20;0,086;6,00
1379;1,00;3,29;0,51;0,83;9,90;0,105;6,00
1380;1,00;3,36;0,62;0,32;10,80;0,098;6,00
1381;1,00;3,36;0,62;0,82;10,80;0,101;6,00
1382;1,00;3,38;0,45;0,90;9,60;0,104;5,00
1383;1,00;3,30;0,49;0,14;9,90;0,111;5,00
1384;1,00;3,30;0,49;0,82;9,90;0,105;5,00
1385;1,00;3,19;0,50;0,33;9,50;0,114;5,00
1386;1,00;3,19;0,42;0,51;9,20;0,115;5,00
1387;1,00;3,30;0,58;0,28;9,60;0,105;5,00
1388;1,00;3,30;0,58;0,21;9,60;0,107;5,00
1389;1,00;3,35;0,68;0,92;10,30;0,098;5,00
1390;1,00;3,10;0,53;0,35;9,70;0,113;5,00
1391;0,99;3,58;0,59;0,22;12,50;0,082;6,00
1392;1,00;3,37;0,58;0,68;11,00;0,097;5,00
1393;0,99;3,17;0,48;0,63;9,80;0,110;5,00
1394;1,00;3,30;0,48;0,92;10,20;0,099;5,00
1395;1,00;3,32;0,48;0,47;9,20;0,109;5,00
1396;1,00;;0,65;0,16;9,55;0,107;6,00
1397;1,00;3,31;0,65;0,71;9,55;0,106;5,00
1398;1,00;3,28;0,52;0,10;9,90;0,103;5,00
1399;1,00;3,52;0,62;0,83;10,20;0,101;7,00
1400;1,00;3,42;0,72;0,14;11,10;0,096;6,00
1401;1,00;3,25;0,51;0,07;9,90;0,102;5,00
1402;1,00;3,25;0,51;0,59;9,90;0,108;5,00
1403;1,00;3,44;0,82;0,81;11,90;0,091;6,00
1404;1,00;3,23;1,10;0,99;10,00;0,105;8,00
1405;1,00;3,43;0,62;0,17;10,70;0,103;6,00
1406;1,00;3,28;0,90;0,52;11,30;0,095;7,00
1407;1,00;3,22;0,94;0,97;10,90;0,097;6,00
1408;1,00;3,54;0,93;0,53;10,70;0,100;6,00
1409;1,00;3,27;1,01;0,74;12,40;0,086;7,00
1410;1,00;3,54;0,93;0,92;10,70;0,103;6,00
1411;0,99;3,50;0,44;0,74;11,90;0,093;6,00
1412;1,00;3,56;0,73;0,11;10,60;0,099;6,00
1413;1,00;3,22;0,94;0,73;10,90;0,096;6,00
1414;1,00;3,04;0,90;0,43;10,10;0,103;5,00
1415;1,00;3,20;0,78;0,28;9,60;0,111;5,00
1416;1,00;3,56;0,84;0,88;9,40;0,113;5,00
1417;1,00;3,20;0,78;0,18;9,60;0,106;5,00
1418;1,00;3,35;0,77;0,32;12,10;0,091;7,00
1419;1,00;3,16;0,46;0,56;9,80;0,103;5,00
1420;1,00;3,27;0,45;0,53;9,90;0,109;5,00
1421;1,00;3,16;0,46;0,90;9,80;0,104;5,00
1422;1,00;3,34;0,58;0,84;9,40;0,107;5,00
1423;1,00;3,39;0,84;0,69;11,40;0,088;6,00
1424;1,00;3,50;0,67;0,76;11,00;0,096;4,00
1425;1,00;3,26;0,70;0,33;9,60;0,106;6,00
1426;1,00;3,26;0,70;0,47;9,60;0,111;6,00
1427;1,00;3,41;0,71;0,64;12,10;0,091;6,00
1428;1,00;3,30;0,58;0,38;11,20;0,091;5,00
1429;1,00;3,31;0,63;0,55;11,00;0,098;5,00
1430;1,00;3,33;0,93;0,76;11,30;0,096;5,00
1431;1,00;3,37;0,62;0,03;10,40;0,097;5,00
1432;1,00;3,26;0,54;0,92;9,90;0,108;6,00
1433;0,99;3,48;0,85;0,59;11,70;0,086;6,00
1434;1,00;3,42;0,74;0,75;10,10;0,103;7,00
1435;1,00;3,18;0,77;0,99;9,00;0,113;6,00
1436;1,00;3,18;0,77;0,11;9,00;0,112;6,00
1437;1,00;3,15;0,65;0,18;8,50;0,127;5,00
1438;1,00;3,53;0,54;0,81;11,10;0,095;5,00
1439;1,00;3,41;0,47;0,50;10,30;0,098;5,00
1440;1,00;3,32;0,68;0,84;11,07;0,091;6,00
1441;0,99;3,23;0,73;0,27;11,30;0,091;7,00
1442;1,00;3,16;0,52;0,90;9,57;0,114;6,00
1443;1,00;3,40;0,75;0,27;9,80;0,107;5,00
1444;0,99;3,38;0,49;0,31;11,70;0,095;5,00
1445;1,00;3,32;0,68;0,68;11,10;0,095;6,00
1446;1,00;3,16;0,52;0,87;9,60;0,106;6,00
1447;1,00;3,40;0,75;0,07;9,80;0,104;5,00
1448;1,00;3,40;0,74;0,46;9,70;0,109;5,00
1449;1,00;3,40;0,73;0,21;9,70;0,106;5,00
1450;0,99;3,23;0,76;0,55;11,30;0,093;8,00
1451;0,99;3,23;0,73;0,67;11,30;0,098;7,00
1452;1,00;3,33;0,78;0,93;11,00;0,095;7,00
1453;0,99;3,35;0,76;0,34;11,60;0,091;7,00
1454;1,00;3,41;0,58;0,32;9,00;0,113;5,00
1455;1,00;3,21;0,69;0,54;10,90;0,092;6,00
1456;0,99;3,50;0,63;0,89;10,90;0,099;6,00
1457;0,99;3,30;0,50;0,98;10,55;0,098;6,00
1458;1,00;3,41;0,58;0,79;9,00;0,120;5,00
1459;1,00;3,39;0,60;0,54;10,50;0,102;5,00
1460;0,99;3,32;0,80;0,69;11,90;0,090;7,00
1461;1,00;3,41;0,68;0,25;10,40;0,100;6,00
1462;1,00;3,59;0,61;0,77;10,00;0,107;4,00
1463;1,00;3,36;0,58;0,79;10,40;0,101;6,00
1464;1,00;3,34;0,53;0,58;10,80;0,099;6,00
1465;1,00;3,41;0,67;0,61;9,70;0,110;5,00
1466;1,00;3,41;0,67;0,27;9,70;0,106;5,00
1467;1,00;3,30;0,65;0,55;10,00;0,103;7,00
1468;1,00;3,52;0,57;0,35;11,00;0,097;4,00
1469;1,00;3,30;0,65;0,50;10,00;0,109;7,00
1470;1,00;3,31;0,55;0,24;9,70;0,105;3,00
1471;1,00;2,88;0,47;0,22;9,70;0,113;5,00
1472;0,99;3,43;0,52;0,21;12,60;0,084;5,00
1473;1,00;3,38;0,79;0,44;11,10;0,100;6,00
1474;0,99;3,38;0,54;0,91;11,00;0,093;5,00
1475;1,00;3,16;0,75;0,13;8,80;0,115;5,00
1476;0,99;3,54;0,88;0,71;13,57;0,078;7,00
1477;1,00;3,16;0,75;0,26;8,80;0,122;5,00
1478;0,99;3,54;0,88;0,90;13,60;0,081;7,00
1479;1,00;3,40;0,52;0,96;10,20;0,101;3,00
1480;1,00;3,39;0,68;0,75;10,60;0,100;5,00
1481;0,99;3,66;0,62;0,86;10,10;0,099;4,00
1482;1,00;3,39;0,68;0,01;10,60;0,097;5,00
1483;1,00;3,33;0,57;0,58;10,30;0,099;4,00
1484;1,00;3,35;0,61;0,94;10,70;0,094;5,00
1485;1,00;3,53;0,64;0,16;10,90;0,095;4,00
1486;1,00;3,37;0,55;0,59;9,70;0,104;5,00
1487;1,00;3,38;0,60;0,75;10,30;0,106;5,00
1488;0,99;3,52;0,78;0,37;10,60;0,101;5,00
1489;0,99;3,72;0,58;0,46;11,40;0,092;5,00
1490;0,99;3,44;0,76;0,73;10,80;0,093;6,00
1491;0,99;3,39;0,56;0,47;12,40;0,082;6,00
1492;0,99;3,72;0,58;0,33;11,40;0,096;5,00
1493;0,99;3,57;0,54;0,74;11,95;0,085;5,00
1494;1,00;3,26;0,59;0,94;9,70;0,105;5,00
1495;0,99;3,42;0,70;0,32;10,00;0,102;7,00
1496;0,99;3,35;0,81;0,64;10,60;0,096;6,00
1497;1,00;3,26;0,59;0,74;9,70;0,105;5,00
1498;1,00;3,45;0,63;0,02;11,50;0,093;6,00
1499;1,00;3,53;0,58;0,57;10,80;0,101;6,00
1500;1,00;3,45;0,63;0,40;11,50;0,091;6,00
1501;1,00;3,26;0,53;0,58;9,60;0,112;5,00
1502;1,00;3,16;0,53;0,84;9,40;0,115;5,00
1503;1,00;3,31;0,54;0,58;9,80;0,110;5,00
1504;1,00;3,51;0,69;0,47;11,00;0,096;6,00
1505;1,00;3,36;0,55;0,03;11,40;0,095;6,00
1506;1,00;3,55;0,63;0,18;9,95;0,102;3,00
1507;1,00;3,51;0,66;0,53;10,80;0,100;6,00
1508;1,00;3,36;0,55;0,32;11,40;0,096;6,00
1509;1,00;3,38;0,72;0,26;10,60;0,097;6,00
1510;0,99;3,28;0,70;0,31;11,10;0,097;5,00
1511;1,00;3,47;0,77;0,58;9,70;0,104;6,00
1512;1,00;3,44;0,67;0,62;9,80;0,111;5,00
1513;1,00;3,53;0,65;0,83;10,40;0,097;6,00
1514;0,99;3,33;0,60;0,04;10,50;0,100;6,00
1515;1,00;3,53;0,72;0,20;9,23;0,115;6,00
1516;1,00;3,53;0,72;0,86;9,25;0,113;6,00
1517;1,00;3,42;0,97;0,72;10,60;0,104;5,00
1518;0,99;3,38;0,83;0,19;10,30;0,104;6,00
1519;1,00;3,32;0,63;0,62;10,50;0,097;5,00
1520;1,00;3,44;0,58;0,96;10,20;0,102;5,00
1521;0,99;3,38;0,83;0,13;10,30;0,100;6,00
1522;1,00;3,39;0,43;0,65;9,05;0,117;4,00
1523;1,00;3,42;0,97;0,50;10,60;0,101;5,00
1524;1,00;3,34;0,60;0,99;10,40;0,097;5,00
1525;1,00;3,39;0,78;0,32;10,00;0,105;6,00
1526;1,00;3,33;0,64;0,48;9,70;0,104;5,00
1527;1,00;3,30;0,65;0,67;9,60;0,112;6,00
1528;1,00;3,29;0,66;0,43;10,80;0,099;6,00
1529;1,00;3,31;0,67;0,34;10,10;0,105;6,00
1530;1,00;3,42;0,60;0,46;10,20;0,104;6,00
1531;0,99;3,42;0,69;0,49;11,30;0,092;6,00
1532;1,00;3,60;0,66;0,54;10,20;0,098;5,00
1533;1,00;3,21;0,68;0,24;9,90;0,111;6,00
1534;1,00;3,39;0,61;0,23;9,00;0,114;5,00
1535;0,99;3,42;0,62;0,15;11,70;0,095;7,00
1536;1,00;3,36;0,59;0,76;9,70;0,106;6,00
1537;1,00;3,60;0,68;0,90;10,30;0,103;6,00
1538;0,99;3,50;0,64;0,82;10,20;0,108;6,00
1539;1,00;3,57;0,63;0,75;12,00;0,087;5,00
1540;1,00;3,46;0,78;0,36;9,90;0,104;5,00
1541;1,00;3,56;0,63;0,35;11,60;0,093;6,00
1542;1,00;3,40;0,76;0,94;10,90;0,100;7,00
1543;0,99;3,30;0,56;0,52;10,75;0,100;6,00
1544;1,00;3,25;0,57;0,73;10,40;0,100;6,00
1545;1,00;3,17;0,81;0,53;11,20;0,095;7,00
1546;1,00;3,36;0,64;0,12;10,10;0,101;6,00
1547;1,00;3,36;0,61;0,64;10,20;0,098;5,00
1548;0,99;3,55;0,51;0,52;12,10;0,092;5,00
1549;1,00;3,10;0,58;0,28;10,40;0,099;5,00
1550;0,99;3,24;0,70;0,11;11,40;0,096;8,00
1551;1,00;3,45;0,53;0,36;9,50;0,110;5,00
1552;1,00;3,44;0,54;0,02;9,40;0,116;5,00
1553;1,00;3,51;0,66;0,00;11,30;0,090;6,00
1554;1,00;3,41;0,60;0,49;9,40;0,109;5,00
1555;1,00;3,54;0,60;0,02;11,00;0,101;6,00
1556;1,00;3,44;0,68;0,18;10,55;0,098;7,00
1557;1,00;3,53;0,56;0,72;9,90;0,105;5,00
1558;1,00;3,54;0,60;0,33;11,00;0,097;6,00
1559;1,00;3,22;0,56;0,22;9,50;0,112;5,00
1560;1,00;3,21;0,52;0,31;9,90;0,110;5,00
1561;1,00;3,21;0,52;0,17;9,90;0,108;5,00
1562;1,00;3,21;0,52;0,42;9,90;0,111;5,00
1563;1,00;3,29;0,54;0,89;10,10;0,101;5,00
1564;1,00;3,29;0,54;0,26;10,10;0,107;5,00
1565;1,00;3,29;0,54;0,74;10,10;0,103;5,00
1566;0,99;3,39;0,82;0,32;10,90;0,101;6,00
1567;0,99;3,34;0,71;0,72;11,20;0,096;6,00
1568;1,00;3,29;0,54;0,01;10,10;0,108;5,00
1569;1,00;3,34;0,59;0,06;9,20;0,112;5,00
1570;0,99;3,48;0,57;0,54;11,50;0,092;6,00
1571;0,99;3,37;0,93;0,88;12,40;0,088;6,00
1572;1,00;3,44;0,65;0,48;11,10;0,098;6,00
1573;1,00;3,33;0,51;0,35;9,50;0,110;5,00
1574;0,99;3,58;0,67;0,07;12,50;0,081;6,00
1575;1,00;3,39;0,48;0,12;10,50;0,098;6,00
1576;0,99;3,26;0,64;0,24;11,80;0,085;6,00
1577;1,00;3,30;0,78;0,04;10,80;0,093;6,00
1578;1,00;3,54;0,60;0,30;11,90;0,094;6,00
1579;1,00;3,42;0,67;0,29;11,30;0,092;6,00
1580;0,99;3,54;0,60;0,95;11,30;0,094;5,00
1581;0,99;3,36;0,60;0,28;11,90;0,086;6,00
1582;0,99;3,54;0,60;0,21;11,30;0,098;5,00
1583;0,99;3,57;0,50;0,72;11,90;0,093;5,00
1584;1,00;3,33;0,62;0,91;9,80;0,105;5,00
1586;0,99;3,30;0,84;0,82;11,50;0,096;6,00
1587;0,99;3,34;0,85;0,23;11,40;0,094;6,00
1588;0,99;3,55;0,66;0,03;10,90;0,101;6,00
1589;0,99;;0,78;0,20;12,80;0,082;6,00
1590;1,00;3,29;0,54;0,55;9,20;0,109;5,00
1591;0,99;3,32;0,82;0,85;11,60;0,089;6,00
1592;0,99;3,67;0,56;0,38;11,60;0,087;6,00
1593;1,00;3,42;0,75;0,75;11,00;0,098;6,00
1594;1,00;3,42;0,82;0,05;9,50;0,110;6,00
1595;0,99;;0,58;0,98;10,50;0,102;5,00
1596;1,00;3,52;0,76;0,82;11,20;0,090;6,00
1597;1,00;3,42;0,75;0,71;11,00;0,095;6,00
1598;1,00;3,57;0,71;0,33;10,20;0,104;5,00
1599;1,00;3,39;0,66;0,17;11,00;0,099;6,00
;;;;;;;
;;;;;;;
;;;;;;;
